Orthogroup	Amel_filteredTranscripts	Apisu_filteredTranscripts	Brsri_filteredTranscripts	Csecu_filteredTranscripts	Dmela_filteredTranscripts	Samer_filteredTranscripts	Scanc_filteredTranscripts	Sgreg_filteredTranscripts	Sinvi_filteredTranscripts	Snite_filteredTranscripts	Spice_filteredTranscripts	Sscub_filteredTranscripts	Total
OG0000404	2	1	1	2	2	2	2	2	2	1	2	1	20
OG0000405	1	1	1	1	1	3	3	1	1	3	2	2	20
OG0000406	1	3	4	2	2	1	1	1	2	1	1	1	20
OG0000407	1	0	1	1	1	3	3	3	1	2	2	2	20
OG0000408	1	1	1	2	1	2	2	3	1	2	2	2	20
OG0000409	1	0	3	1	1	2	2	2	1	2	2	3	20
OG0000410	1	2	1	1	1	2	2	2	1	2	3	2	20
OG0000411	0	20	0	0	0	0	0	0	0	0	0	0	20
OG0000412	0	1	3	1	9	1	1	1	0	1	1	1	20
OG0000413	0	6	0	0	0	0	7	4	0	1	1	1	20
OG0000414	0	8	2	7	0	1	1	0	0	1	0	0	20
OG0000415	0	2	2	1	0	1	2	1	5	3	1	2	20
OG0000416	0	2	1	0	0	1	0	1	1	9	1	4	20
OG0000417	0	1	2	1	3	2	2	2	0	2	3	2	20
OG0000418	0	0	20	0	0	0	0	0	0	0	0	0	20
OG0000419	0	0	19	0	0	0	0	0	1	0	0	0	20
OG0000420	0	0	1	0	0	3	5	2	0	3	3	3	20
OG0000421	0	0	1	1	0	3	3	4	0	2	3	3	20
OG0000422	0	0	1	1	0	4	1	1	0	3	5	4	20
OG0000423	0	0	0	0	20	0	0	0	0	0	0	0	20
OG0000424	0	0	0	0	20	0	0	0	0	0	0	0	20
OG0000425	0	0	0	0	0	3	6	1	0	4	2	4	20
OG0000426	0	0	0	0	0	4	1	1	0	3	6	5	20
OG0000427	0	0	0	0	0	1	4	12	0	1	1	1	20
OG0000428	0	0	0	0	0	10	0	0	0	1	9	0	20
OG0000429	0	0	0	0	0	0	1	0	0	11	5	3	20
OG0000430	0	0	0	0	0	0	20	0	0	0	0	0	20
OG0000431	0	0	0	0	0	0	0	20	0	0	0	0	20
OG0000432	0	0	0	0	0	0	0	0	20	0	0	0	20
OG0000433	0	0	0	0	0	0	0	0	0	20	0	0	20
OG0000434	0	0	0	0	0	0	0	0	0	0	20	0	20
OG0000435	0	0	0	0	0	0	0	0	0	0	20	0	20
OG0000436	1	1	1	2	1	2	2	2	1	2	2	2	19
OG0000437	1	1	1	2	1	2	2	2	1	2	2	2	19
OG0000438	1	2	2	2	0	2	2	2	0	2	2	2	19
OG0000439	1	1	1	1	1	2	2	1	1	1	4	3	19
OG0000440	3	2	2	1	2	1	1	1	3	1	1	1	19
OG0000441	1	1	1	1	1	2	2	3	1	2	2	2	19
OG0000442	1	3	1	1	2	2	1	2	1	1	2	2	19
OG0000443	1	1	2	1	1	2	2	2	1	2	2	2	19
OG0000444	2	1	2	1	4	1	1	1	3	1	1	1	19
OG0000445	19	0	0	0	0	0	0	0	0	0	0	0	19
OG0000446	2	2	3	3	1	1	1	1	2	1	1	1	19
OG0000447	1	1	1	1	2	1	1	1	7	1	1	1	19
OG0000448	1	7	6	0	0	0	0	3	1	0	1	0	19
OG0000449	1	1	0	1	1	2	1	1	1	1	4	5	19
OG0000450	1	1	2	1	1	2	2	2	1	2	2	2	19
OG0000451	1	1	1	1	1	3	2	2	1	2	2	2	19
OG0000452	1	2	1	1	1	2	2	2	1	2	2	2	19
OG0000453	1	2	1	1	1	2	2	2	1	2	2	2	19
OG0000454	2	0	1	0	3	2	2	2	2	1	2	2	19
OG0000455	1	1	2	1	2	2	2	2	1	1	2	2	19
OG0000456	1	1	2	1	0	2	2	3	1	2	2	2	19
OG0000457	1	1	1	1	2	1	1	1	1	1	1	7	19
OG0000458	1	1	1	1	1	3	2	2	1	2	2	2	19
OG0000459	1	1	1	2	1	2	2	2	1	2	2	2	19
OG0000460	1	2	1	1	1	2	2	2	1	2	2	2	19
OG0000461	1	1	1	1	2	2	2	2	1	2	2	2	19
OG0000462	1	4	4	2	1	1	1	1	1	1	1	1	19
OG0000463	1	1	1	2	1	2	2	2	1	2	2	2	19
OG0000464	1	1	1	1	1	2	2	2	2	2	2	2	19
OG0000465	1	0	0	1	4	2	2	2	1	2	2	2	19
OG0000466	1	2	1	1	1	2	2	2	1	2	2	2	19
OG0000467	1	1	2	1	2	2	2	2	1	1	2	2	19
OG0000468	1	1	1	2	1	2	2	2	1	2	2	2	19
OG0000469	1	1	1	1	2	2	2	2	1	2	2	2	19
OG0000470	1	1	1	1	2	2	2	2	1	2	2	2	19
OG0000471	1	1	1	2	1	2	2	2	1	2	2	2	19
OG0000472	17	0	0	0	0	0	0	0	2	0	0	0	19
OG0000473	1	1	1	1	2	2	2	2	1	2	2	2	19
OG0000474	1	2	0	2	1	2	2	3	0	2	2	2	19
OG0000475	2	0	0	0	0	0	0	0	17	0	0	0	19
OG0000476	1	1	1	2	1	2	2	2	1	2	2	2	19
OG0000477	1	1	1	1	2	2	2	2	1	2	2	2	19
OG0000478	1	1	1	1	1	2	2	2	2	2	2	2	19
OG0000479	1	1	1	1	1	2	1	1	2	3	3	2	19
OG0000480	1	1	2	1	1	2	2	2	1	2	2	2	19
OG0000481	1	1	1	1	2	2	2	2	1	2	2	2	19
OG0000482	1	1	1	1	8	1	1	1	1	1	1	1	19
OG0000483	0	2	2	1	1	1	1	2	6	1	1	1	19
OG0000484	0	1	1	1	1	2	2	2	0	4	3	2	19
OG0000485	0	1	0	1	1	5	2	2	0	1	3	3	19
OG0000486	0	19	0	0	0	0	0	0	0	0	0	0	19
OG0000487	0	3	0	0	0	5	2	0	1	0	8	0	19
OG0000488	0	19	0	0	0	0	0	0	0	0	0	0	19
OG0000489	0	2	0	0	0	6	7	0	0	2	1	1	19
OG0000490	0	1	18	0	0	0	0	0	0	0	0	0	19
OG0000491	0	1	3	2	1	1	2	2	1	2	2	2	19
OG0000492	0	0	19	0	0	0	0	0	0	0	0	0	19
OG0000493	0	0	1	2	0	2	6	3	1	1	1	2	19
OG0000494	0	0	4	0	0	2	3	3	0	2	3	2	19
OG0000495	0	0	0	4	0	0	2	5	0	2	5	1	19
OG0000496	0	0	0	19	0	0	0	0	0	0	0	0	19
OG0000497	0	0	0	0	0	4	0	0	0	0	10	5	19
OG0000498	0	0	0	0	0	0	2	17	0	0	0	0	19
OG0000499	0	0	0	0	0	0	0	1	0	0	18	0	19
OG0000500	0	0	0	0	0	0	0	0	19	0	0	0	19
OG0000501	0	0	0	0	0	0	0	0	0	19	0	0	19
OG0000502	0	0	0	0	0	0	0	0	0	19	0	0	19
OG0000503	0	0	0	0	0	0	0	0	0	0	19	0	19
OG0000504	0	0	0	0	0	0	0	0	0	0	0	19	19
OG0000505	1	1	2	3	1	1	1	2	1	2	1	2	18
OG0000506	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000507	2	2	3	2	1	1	1	1	2	1	1	1	18
OG0000508	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000509	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000510	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000511	3	2	1	1	2	1	1	1	3	1	1	1	18
OG0000512	1	2	2	2	1	1	2	2	2	1	1	1	18
OG0000513	2	0	4	1	2	1	2	1	2	1	1	1	18
OG0000514	3	3	0	2	2	1	1	1	2	1	1	1	18
OG0000515	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000516	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000517	1	1	1	7	1	1	1	1	1	1	1	1	18
OG0000518	1	0	1	1	1	2	2	3	1	2	2	2	18
OG0000519	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000520	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000521	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000522	1	2	1	1	1	1	1	1	1	1	6	1	18
OG0000523	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000524	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000525	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000526	1	2	1	5	1	1	1	2	1	1	1	1	18
OG0000527	5	1	1	2	1	1	1	1	2	1	1	1	18
OG0000528	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000529	1	0	3	1	1	3	2	1	1	2	2	1	18
OG0000530	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000531	2	5	1	1	1	1	1	1	2	1	1	1	18
OG0000532	1	2	1	1	6	1	1	1	1	1	1	1	18
OG0000533	7	1	1	1	1	1	1	1	1	1	1	1	18
OG0000534	1	1	1	7	1	1	1	1	1	1	1	1	18
OG0000535	1	0	1	2	1	2	2	2	1	2	2	2	18
OG0000536	2	3	1	2	2	1	1	1	2	1	1	1	18
OG0000537	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000538	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000539	1	0	1	1	2	2	2	2	1	2	2	2	18
OG0000540	1	3	2	2	1	1	1	3	1	1	1	1	18
OG0000541	2	0	2	1	5	1	2	1	0	2	1	1	18
OG0000542	2	1	1	2	0	2	2	1	1	2	2	2	18
OG0000543	1	1	1	1	2	2	2	1	1	2	2	2	18
OG0000544	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000545	1	1	2	1	1	1	1	3	1	2	2	2	18
OG0000546	1	1	0	0	0	4	2	0	1	2	6	1	18
OG0000547	2	2	2	1	2	2	1	1	2	1	1	1	18
OG0000548	1	1	2	3	1	1	1	2	1	1	2	2	18
OG0000549	1	3	3	2	2	1	1	1	1	1	1	1	18
OG0000550	1	1	2	2	1	2	1	1	1	2	2	2	18
OG0000551	1	0	1	1	2	2	2	2	1	2	2	2	18
OG0000552	1	4	2	1	2	1	1	1	2	1	1	1	18
OG0000553	1	2	6	0	1	1	1	1	2	1	1	1	18
OG0000554	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000555	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000556	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000557	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000558	1	2	1	1	1	2	1	2	1	2	2	2	18
OG0000559	1	1	1	1	1	2	2	3	1	2	2	1	18
OG0000560	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000561	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000562	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000563	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000564	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000565	1	0	0	0	0	0	0	0	17	0	0	0	18
OG0000566	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000567	1	1	3	1	3	1	1	3	1	1	1	1	18
OG0000568	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000569	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000570	1	0	0	1	3	2	2	2	1	2	2	2	18
OG0000571	1	0	1	2	1	2	2	2	1	2	2	2	18
OG0000572	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000573	1	0	2	1	1	2	2	2	1	2	2	2	18
OG0000574	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000575	1	0	2	1	1	2	2	2	1	2	2	2	18
OG0000576	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000577	1	1	2	1	0	2	2	2	1	2	2	2	18
OG0000578	1	3	2	1	1	1	1	4	1	1	1	1	18
OG0000579	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000580	2	1	1	1	1	1	1	2	5	1	1	1	18
OG0000581	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000582	1	3	1	1	1	1	1	4	2	1	1	1	18
OG0000583	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000584	1	1	1	1	1	2	2	2	1	2	2	2	18
OG0000585	0	1	1	1	1	2	2	2	1	2	3	2	18
OG0000586	0	2	1	1	1	2	2	2	1	2	2	2	18
OG0000587	0	18	0	0	0	0	0	0	0	0	0	0	18
OG0000588	0	18	0	0	0	0	0	0	0	0	0	0	18
OG0000589	0	18	0	0	0	0	0	0	0	0	0	0	18
OG0000590	0	18	0	0	0	0	0	0	0	0	0	0	18
OG0000591	0	5	0	0	0	0	6	3	1	1	1	1	18
OG0000592	0	1	0	0	0	3	0	1	0	3	5	5	18
OG0000593	0	1	5	2	0	1	2	2	1	2	1	1	18
OG0000594	0	0	1	1	0	2	2	3	0	4	3	2	18
OG0000595	0	0	1	0	0	5	3	1	0	3	1	4	18
OG0000596	0	0	1	2	0	2	3	5	0	3	1	1	18
OG0000597	0	0	1	1	0	9	1	1	0	1	2	2	18
OG0000598	0	0	0	18	0	0	0	0	0	0	0	0	18
OG0000599	0	0	0	1	0	4	3	2	1	0	4	3	18
OG0000600	0	0	0	0	1	8	1	3	0	5	0	0	18
OG0000601	0	0	0	0	0	13	0	0	0	1	1	3	18
OG0000602	0	0	0	0	0	7	0	0	0	10	0	1	18
OG0000603	0	0	0	0	0	5	0	0	0	9	2	2	18
OG0000604	0	0	0	0	0	2	2	1	0	6	4	3	18
OG0000605	0	0	0	0	0	18	0	0	0	0	0	0	18
OG0000606	0	0	0	0	0	0	0	0	18	0	0	0	18
OG0000607	1	0	1	2	1	2	2	1	1	2	2	2	17
OG0000608	1	1	3	3	1	1	1	1	1	1	1	2	17
OG0000609	1	0	1	0	3	2	2	2	0	2	2	2	17
OG0000610	1	1	1	5	1	1	1	2	1	1	1	1	17
OG0000611	1	1	1	1	1	2	1	3	1	1	2	2	17
OG0000612	1	1	1	0	1	2	2	2	1	2	2	2	17
OG0000613	1	2	1	1	1	1	2	1	1	2	2	2	17
OG0000614	1	2	1	3	2	1	1	1	2	1	1	1	17
OG0000615	1	1	1	1	1	2	2	2	1	2	1	2	17
OG0000616	1	0	1	1	1	2	2	2	1	2	2	2	17
OG0000617	1	2	1	3	4	1	1	1	0	1	1	1	17
OG0000618	1	0	3	0	6	1	1	1	1	1	1	1	17
OG0000619	1	1	1	3	2	1	1	2	1	2	1	1	17
OG0000620	1	1	1	1	1	2	2	2	0	2	2	2	17
OG0000621	1	3	1	1	1	1	2	2	1	2	1	1	17
OG0000622	2	2	1	4	0	1	1	2	2	0	1	1	17
OG0000623	1	1	1	1	2	1	1	1	1	1	4	2	17
OG0000624	1	1	1	1	0	2	2	2	1	2	2	2	17
OG0000625	1	2	2	0	0	2	2	2	0	3	2	1	17
OG0000626	1	1	1	1	6	1	1	1	1	1	1	1	17
OG0000627	1	0	2	1	1	2	2	1	1	2	2	2	17
OG0000628	2	2	2	2	1	1	1	1	2	1	1	1	17
OG0000629	1	3	1	4	1	1	1	1	1	1	1	1	17
OG0000630	1	1	1	4	1	1	1	1	1	2	1	2	17
OG0000631	1	1	1	1	0	2	2	2	1	2	2	2	17
OG0000632	1	1	1	1	1	1	2	2	1	2	2	2	17
OG0000633	1	1	1	1	1	2	2	1	1	2	2	2	17
OG0000634	2	4	1	1	1	1	1	1	2	1	1	1	17
OG0000635	1	0	0	0	0	3	2	2	1	2	3	3	17
OG0000636	1	1	1	1	1	2	2	2	1	2	1	2	17
OG0000637	1	3	1	1	2	1	1	1	3	1	1	1	17
OG0000638	3	0	2	3	1	1	0	2	3	0	1	1	17
OG0000639	2	1	2	2	2	1	1	1	2	1	1	1	17
OG0000640	1	2	4	0	3	1	1	1	1	1	1	1	17
OG0000641	1	6	1	1	1	1	1	1	1	1	1	1	17
OG0000642	1	1	1	4	3	1	1	1	1	1	1	1	17
OG0000643	1	1	1	1	1	2	2	2	1	1	2	2	17
OG0000644	1	1	1	1	1	2	2	2	0	2	2	2	17
OG0000645	1	1	1	1	0	2	2	2	1	2	2	2	17
OG0000646	1	5	2	1	1	1	1	1	1	1	1	1	17
OG0000647	1	1	1	0	1	2	2	2	1	2	2	2	17
OG0000648	1	1	1	1	1	2	2	2	1	1	2	2	17
OG0000649	1	1	1	1	1	3	1	1	1	1	2	3	17
OG0000650	1	1	1	6	1	1	1	1	1	1	1	1	17
OG0000651	1	0	1	1	1	2	2	2	1	2	2	2	17
OG0000652	0	1	2	2	0	2	2	2	0	2	2	2	17
OG0000653	0	1	2	3	0	2	2	2	0	2	1	2	17
OG0000654	0	5	2	1	0	0	0	0	5	3	1	0	17
OG0000655	0	1	1	1	1	2	2	2	1	2	2	2	17
OG0000656	0	1	1	2	1	2	2	2	1	2	2	1	17
OG0000657	0	17	0	0	0	0	0	0	0	0	0	0	17
OG0000658	0	17	0	0	0	0	0	0	0	0	0	0	17
OG0000659	0	13	1	0	0	0	0	0	3	0	0	0	17
OG0000660	0	1	0	1	1	3	1	2	0	4	1	3	17
OG0000661	0	3	1	0	0	1	0	1	0	1	5	5	17
OG0000662	0	3	0	0	0	0	1	7	2	0	4	0	17
OG0000663	0	2	4	1	3	1	1	1	1	1	1	1	17
OG0000664	0	1	1	1	1	2	2	2	1	2	2	2	17
OG0000665	0	1	1	1	1	2	2	2	1	2	2	2	17
OG0000666	0	1	1	1	1	2	3	2	1	2	1	2	17
OG0000667	0	1	1	1	1	2	2	2	1	2	2	2	17
OG0000668	0	0	17	0	0	0	0	0	0	0	0	0	17
OG0000669	0	0	17	0	0	0	0	0	0	0	0	0	17
OG0000670	0	0	1	0	0	15	0	0	0	1	0	0	17
OG0000671	0	0	17	0	0	0	0	0	0	0	0	0	17
OG0000672	0	0	1	0	0	5	2	0	3	0	2	4	17
OG0000673	0	0	4	1	0	2	2	2	0	2	2	2	17
OG0000674	0	0	3	0	0	2	6	0	0	1	3	2	17
OG0000675	0	0	2	1	0	3	2	2	0	3	3	1	17
OG0000676	0	0	1	1	1	2	7	1	0	1	1	2	17
OG0000677	0	0	0	7	0	1	0	1	5	1	2	0	17
OG0000678	0	0	0	0	1	0	0	0	16	0	0	0	17
OG0000679	0	0	0	0	0	16	0	0	0	1	0	0	17
OG0000680	0	0	0	0	0	3	3	2	0	4	2	3	17
OG0000681	0	0	0	0	0	15	0	0	0	2	0	0	17
OG0000682	0	0	0	0	0	8	2	2	0	1	3	1	17
OG0000683	0	0	0	0	0	1	3	4	0	4	2	3	17
OG0000684	0	0	0	0	0	3	2	3	0	3	4	2	17
OG0000685	0	0	0	0	0	2	4	3	0	3	3	2	17
OG0000686	0	0	0	0	0	2	9	1	0	3	1	1	17
OG0000687	0	0	0	0	0	2	3	3	0	3	3	3	17
OG0000688	0	0	0	0	0	3	4	3	0	3	3	1	17
OG0000689	0	0	0	0	0	4	4	2	0	4	2	1	17
OG0000690	0	0	0	0	0	16	0	0	0	0	1	0	17
OG0000691	0	0	0	0	0	2	0	0	0	10	4	1	17
OG0000692	0	0	0	0	0	9	1	1	0	1	1	4	17
OG0000693	0	0	0	0	0	1	1	0	0	0	14	1	17
OG0000694	0	0	0	0	0	0	3	3	0	4	3	4	17
OG0000695	0	0	0	0	0	0	2	0	0	1	0	14	17
OG0000696	0	0	0	0	0	0	0	1	0	0	16	0	17
OG0000697	0	0	0	0	0	0	0	0	17	0	0	0	17
OG0000698	0	0	0	0	0	0	0	0	17	0	0	0	17
OG0000699	0	0	0	0	0	0	0	0	17	0	0	0	17
OG0000700	0	0	0	0	0	0	0	0	17	0	0	0	17
OG0000701	0	0	0	0	0	0	0	0	17	0	0	0	17
OG0000702	0	0	0	0	0	0	0	0	17	0	0	0	17
OG0000703	0	0	0	0	0	0	0	0	0	15	0	2	17
OG0000704	1	0	0	0	0	3	3	2	0	3	1	3	16
OG0000705	1	1	1	4	1	1	2	1	1	1	1	1	16
OG0000706	1	2	1	1	1	1	1	1	4	1	1	1	16
OG0000707	1	5	1	1	1	1	1	1	1	1	1	1	16
OG0000708	1	3	1	3	1	1	1	1	1	1	1	1	16
OG0000709	2	12	0	0	0	0	0	0	2	0	0	0	16
OG0000710	1	2	2	3	1	1	1	1	1	1	1	1	16
OG0000711	1	2	1	1	1	2	1	1	1	1	3	1	16
OG0000712	1	2	1	1	1	1	1	1	4	1	1	1	16
OG0000713	1	4	1	1	1	2	1	1	1	1	1	1	16
OG0000714	10	0	0	0	0	0	0	0	6	0	0	0	16
OG0000715	1	1	2	1	2	2	1	1	1	1	2	1	16
OG0000716	1	4	1	1	2	1	1	1	1	1	1	1	16
OG0000717	1	1	1	1	1	2	1	2	1	2	1	2	16
OG0000718	1	4	2	1	1	1	1	1	1	1	1	1	16
OG0000719	1	1	1	1	1	1	1	1	1	1	5	1	16
OG0000720	1	1	1	1	1	2	1	3	1	1	2	1	16
OG0000721	1	1	1	2	1	1	1	1	2	1	2	2	16
OG0000722	1	4	1	1	1	1	2	1	1	1	1	1	16
OG0000723	16	0	0	0	0	0	0	0	0	0	0	0	16
OG0000724	3	1	1	1	1	1	1	1	2	1	1	2	16
OG0000725	1	2	1	1	1	1	1	1	4	1	1	1	16
OG0000726	1	1	1	1	1	2	1	1	1	2	2	2	16
OG0000727	1	3	1	3	1	1	1	1	1	1	1	1	16
OG0000728	2	1	3	1	1	1	1	1	2	1	1	1	16
OG0000729	1	1	1	6	0	1	1	1	1	1	1	1	16
OG0000730	1	0	1	1	6	1	1	1	1	1	1	1	16
OG0000731	1	3	1	1	1	1	1	2	2	1	1	1	16
OG0000732	1	1	2	3	2	1	1	1	1	1	1	1	16
OG0000733	1	2	1	1	1	1	2	1	3	1	1	1	16
OG0000734	2	2	1	1	2	1	1	1	2	1	1	1	16
OG0000735	1	1	1	5	1	1	1	1	1	1	1	1	16
OG0000736	1	1	1	1	0	2	1	2	1	2	2	2	16
OG0000737	1	1	1	4	1	1	1	1	2	1	1	1	16
OG0000738	2	2	2	1	1	1	1	1	2	1	1	1	16
OG0000739	1	0	1	1	4	1	1	1	3	1	1	1	16
OG0000740	1	1	1	1	1	2	1	2	1	2	2	1	16
OG0000741	1	2	2	2	2	1	1	1	1	1	1	1	16
OG0000742	1	1	1	1	1	3	2	1	1	2	1	1	16
OG0000743	1	0	1	2	2	1	1	1	4	1	1	1	16
OG0000744	1	2	1	4	1	1	1	1	1	1	1	1	16
OG0000745	2	1	1	1	3	1	1	1	2	1	1	1	16
OG0000746	1	3	2	2	1	1	1	1	1	1	1	1	16
OG0000747	1	0	2	1	0	2	2	2	0	2	2	2	16
OG0000748	1	4	2	1	0	1	1	1	1	1	2	1	16
OG0000749	1	4	1	1	1	1	1	1	2	1	1	1	16
OG0000750	1	0	1	1	5	1	1	2	1	1	1	1	16
OG0000751	2	2	1	1	2	1	1	1	1	2	1	1	16
OG0000752	1	1	2	2	3	1	1	1	1	1	1	1	16
OG0000753	1	1	1	4	1	1	1	1	2	1	1	1	16
OG0000754	1	1	1	1	0	2	2	1	1	2	2	2	16
OG0000755	1	5	1	1	1	1	1	1	1	1	1	1	16
OG0000756	1	1	1	1	4	1	1	2	1	1	1	1	16
OG0000757	1	0	1	1	1	2	2	2	0	2	2	2	16
OG0000758	1	2	1	3	2	1	1	1	1	1	1	1	16
OG0000759	1	4	2	1	1	1	1	1	1	1	1	1	16
OG0000760	1	2	1	2	2	1	1	2	1	1	1	1	16
OG0000761	1	1	3	1	3	1	1	1	1	1	1	1	16
OG0000762	1	1	0	1	1	2	2	1	1	2	1	3	16
OG0000763	1	0	1	1	0	2	2	2	1	2	2	2	16
OG0000764	1	6	1	1	0	1	1	1	1	1	1	1	16
OG0000765	1	3	2	1	2	1	1	1	2	1	0	1	16
OG0000766	1	1	1	1	1	2	1	2	1	2	2	1	16
OG0000767	2	1	2	2	1	1	2	1	2	1	1	0	16
OG0000768	1	1	1	2	4	1	1	1	1	1	1	1	16
OG0000769	1	2	1	1	0	3	1	2	1	1	2	1	16
OG0000770	1	1	2	2	4	1	1	1	0	1	1	1	16
OG0000771	1	5	1	1	1	1	1	1	1	1	1	1	16
OG0000772	1	2	1	2	3	1	1	1	1	1	1	1	16
OG0000773	1	5	1	1	1	1	1	1	1	1	1	1	16
OG0000774	2	2	1	1	2	1	1	1	2	1	1	1	16
OG0000775	1	1	1	1	1	1	2	1	1	2	2	2	16
OG0000776	0	1	1	1	1	2	2	2	0	2	2	2	16
OG0000777	0	2	0	0	0	0	3	3	0	3	3	2	16
OG0000778	0	1	0	2	0	2	2	3	0	2	2	2	16
OG0000779	0	4	1	0	1	2	1	1	1	1	2	2	16
OG0000780	0	16	0	0	0	0	0	0	0	0	0	0	16
OG0000781	0	1	1	1	0	2	5	0	0	3	0	3	16
OG0000782	0	12	2	1	0	0	0	0	0	0	0	1	16
OG0000783	0	7	2	6	0	0	1	0	0	0	0	0	16
OG0000784	0	1	15	0	0	0	0	0	0	0	0	0	16
OG0000785	0	1	1	1	1	2	2	2	0	2	2	2	16
OG0000786	0	16	0	0	0	0	0	0	0	0	0	0	16
OG0000787	0	1	0	0	0	11	0	4	0	0	0	0	16
OG0000788	0	1	0	0	0	5	0	4	0	3	3	0	16
OG0000789	0	0	16	0	0	0	0	0	0	0	0	0	16
OG0000790	0	0	15	0	0	1	0	0	0	0	0	0	16
OG0000791	0	0	1	1	1	0	5	0	0	1	1	6	16
OG0000792	0	0	1	1	0	3	2	2	0	3	3	1	16
OG0000793	0	0	1	0	9	1	1	1	0	1	1	1	16
OG0000794	0	0	1	1	11	0	1	0	1	1	0	0	16
OG0000795	0	0	0	9	0	1	0	0	3	1	1	1	16
OG0000796	0	0	0	10	0	1	1	1	0	1	1	1	16
OG0000797	0	0	0	0	16	0	0	0	0	0	0	0	16
OG0000798	0	0	0	0	0	1	2	4	0	4	2	3	16
OG0000799	0	0	0	0	0	14	0	0	0	0	2	0	16
OG0000800	0	0	0	0	0	3	3	5	0	2	2	1	16
OG0000801	0	0	0	0	0	3	2	3	0	2	3	3	16
OG0000802	0	0	0	0	0	2	1	6	0	2	3	2	16
OG0000803	0	0	0	0	0	1	2	0	0	8	1	4	16
OG0000804	0	0	0	0	0	3	2	5	0	4	1	1	16
OG0000805	0	0	0	0	0	3	1	3	0	2	3	4	16
OG0000806	0	0	0	0	0	4	4	0	0	3	2	3	16
OG0000807	0	0	0	0	0	1	8	2	0	1	1	3	16
OG0000808	0	0	0	0	0	1	0	0	0	15	0	0	16
OG0000809	0	0	0	0	0	0	16	0	0	0	0	0	16
OG0000810	0	0	0	0	0	0	1	0	0	15	0	0	16
OG0000811	0	0	0	0	0	0	0	0	16	0	0	0	16
OG0000812	0	0	0	0	0	0	0	0	16	0	0	0	16
OG0000813	0	0	0	0	0	0	0	0	16	0	0	0	16
OG0000814	0	0	0	0	0	0	0	0	16	0	0	0	16
OG0000815	0	0	0	0	0	0	0	0	0	16	0	0	16
OG0000816	1	1	4	1	1	1	1	1	1	1	1	1	15
OG0000817	1	1	1	1	2	1	1	1	2	1	1	2	15
OG0000818	1	1	1	1	2	1	1	1	2	1	2	1	15
OG0000819	2	1	2	1	2	1	1	1	1	1	1	1	15
OG0000820	1	1	1	2	2	1	1	1	2	1	1	1	15
OG0000821	1	3	1	1	1	1	1	1	2	1	1	1	15
OG0000822	1	2	1	2	2	1	1	1	1	1	1	1	15
OG0000823	1	1	2	2	1	1	1	1	1	1	2	1	15
OG0000824	1	3	2	1	1	1	1	1	1	1	1	1	15
OG0000825	2	2	1	1	1	1	1	2	1	1	1	1	15
OG0000826	2	2	1	2	1	1	1	1	1	1	1	1	15
OG0000827	1	1	2	1	3	1	1	1	1	1	1	1	15
OG0000828	1	1	1	1	3	1	1	2	1	1	1	1	15
OG0000829	1	1	3	1	1	2	1	1	1	1	1	1	15
OG0000830	3	1	1	1	1	1	1	1	2	1	1	1	15
OG0000831	2	1	2	0	2	1	1	1	2	1	1	1	15
OG0000832	2	2	1	1	1	1	1	1	2	1	1	1	15
OG0000833	1	1	1	1	2	2	1	1	1	1	2	1	15
OG0000834	1	1	1	1	2	2	1	1	1	2	1	1	15
OG0000835	1	0	1	1	1	1	1	4	1	1	2	1	15
